eps_total,sigma_dp,eps_dp_achieved,sigma_sel,sigma_rel,eps_ag_achieved
1.0,1.316090623251636,0.9999999999999993,2.7080712162042815,1.3540356081021407,0.9999999999999978
2.0,0.9723217465539842,1.9999999999999973,1.965902445173369,0.9829512225866845,1.999999999999998
4.0,0.7478629634799812,3.999999999999863,1.504197898569665,0.7520989492848325,3.9999999999997478
