eps_total,dp_fedavg_acc_mean,dp_fedavg_acc_std,agptr_acc_mean,agptr_acc_std,agptr_ar_mean,agptr_ar_std
1.0,0.7694000000000001,0.0068724086025206375,0.7362666666666667,0.012009301950293922,0.7444444444444445,0.05555555555555558
2.0,0.8022333333333332,0.0059768999768553726,0.7764666666666667,0.003197394772831962,0.7259259259259259,0.03614670610359838
4.0,0.8260666666666667,0.004037738641038245,0.8043666666666667,0.006789207121110171,0.7296296296296297,0.05010277503136551
